Ride_ID,Date,City,Pickup_Area,Drop_Area,Distance_km,Ride_Time_min,Fare_INR,Driver_Rating,Rider_Rating,Payment_Mode,Ride_Status
R10899,2025-05-01,Chennai,Begumpet,Gachibowli,14.68,67,203.56,3.83,4.73,Cash,Completed
R10900,2025-04-23,Bangalore,Jubilee Hills,Kukatpally,10.75,60,190.39,4.59,3.9,Card,Completed
R10901,2025-02-03,Bangalore,LB Nagar,Hitech City,4.12,22,86.62,4.88,4.66,UPI,Completed
R10902,2025-02-25,Chennai,Madhapur,Secunderabad,2.66,10,73.58,3.97,4.27,Cash,Completed
R10903,2025-03-12,Mumbai,Banjara Hills,Ameerpet,10.46,41,217.13,4.5,4.76,Card,Completed
R10904,2025-04-17,Bangalore,LB Nagar,Secunderabad,6.95,34,113.57,4.78,3.81,Cash,Completed
R10905,2025-01-04,Mumbai,Mehdipatnam,LB Nagar,5.71,24,137.56,4.21,4.39,Card,Cancelled
R10906,2025-01-04,Delhi,Jubilee Hills,Miyapur,12.11,46,139.35,4.51,3.82,Card,Cancelled
R10907,2025-01-30,Bangalore,LB Nagar,Miyapur,14.38,48,312.12,4.47,4.15,Card,Cancelled
R10908,2025-06-10,Bangalore,Ameerpet,Gachibowli,7.26,33,118.07,4.71,3.86,Cash,Completed
R10909,2025-03-15,Bangalore,Begumpet,Banjara Hills,5.18,22,77.1,3.93,4.22,UPI,Completed
R10910,2025-05-11,Mumbai,Hitech City,Gachibowli,2.74,15,65.55,4.01,4.27,Cash,Completed
R10911,2025-06-29,Bangalore,Hitech City,Jubilee Hills,11.18,55,228.71,4.35,4.32,Cash,Completed
R10912,2025-06-26,Bangalore,Gachibowli,Banjara Hills,1.38,6,47.43,4.68,3.97,UPI,Completed
R10913,2025-03-06,Mumbai,Banjara Hills,LB Nagar,1.89,9,60.22,4.07,4.74,Cash,Completed
R10914,2025-06-24,Bangalore,Kondapur,Jubilee Hills,2.24,9,66.94,4.43,4.16,Cash,Completed
R10915,2025-04-17,Hyderabad,Gachibowli,Miyapur,6.97,26,122.71,4.4,3.89,UPI,Completed
R10916,2025-02-15,Chennai,Secunderabad,Uppal,8.06,47,100.12,4.78,4.0,Card,Cancelled
R10917,2025-06-01,Chennai,Gachibowli,Banjara Hills,2.7,13,51.6,4.51,4.06,UPI,Cancelled
R10918,2025-05-12,Hyderabad,Hitech City,Somajiguda,4.86,27,105.2,4.07,4.19,Card,Completed
R10919,2025-03-27,Pune,Madhapur,Jubilee Hills,8.41,34,148.69,4.44,4.76,UPI,Completed
R10920,2025-02-13,Hyderabad,Gachibowli,Somajiguda,5.21,18,104.75,4.38,3.97,UPI,Completed
R10921,2025-06-17,Mumbai,Secunderabad,Kondapur,10.73,36,225.33,4.34,4.79,Card,Completed
R10922,2025-02-25,Mumbai,Uppal,Begumpet,2.42,8,55.95,4.87,3.98,Card,Completed
R10923,2025-04-28,Mumbai,Begumpet,Jubilee Hills,3.37,15,67.43,4.42,4.6,Cash,Completed
R10924,2025-02-07,Mumbai,Begumpet,Kondapur,12.27,47,256.14,4.01,4.0,UPI,Cancelled
R10925,2025-02-22,Delhi,Miyapur,Kukatpally,10.73,43,139.84,4.25,4.61,Card,Completed
R10926,2025-05-25,Chennai,Banjara Hills,Begumpet,13.25,43,150.4,4.92,4.03,Card,Completed
R10927,2025-02-23,Mumbai,Miyapur,Jubilee Hills,7.3,22,98.17,4.02,4.17,Cash,Cancelled
R10928,2025-05-19,Mumbai,Uppal,Somajiguda,4.5,14,106.54,4.27,4.15,Cash,Completed
R10929,2025-03-17,Mumbai,Somajiguda,LB Nagar,3.06,11,84.97,4.7,3.87,UPI,Completed
R10930,2025-01-01,Bangalore,Secunderabad,Kukatpally,2.98,13,75.52,4.24,4.21,Card,Completed
R10931,2025-02-07,Delhi,Begumpet,Miyapur,10.87,55,139.23,4.43,4.55,Card,Completed
R10932,2025-04-06,Pune,LB Nagar,Secunderabad,2.62,12,55.22,4.03,4.14,Card,Completed
R10933,2025-02-23,Mumbai,Kukatpally,Gachibowli,9.84,39,207.79,4.11,4.24,Cash,Cancelled
R10934,2025-05-12,Hyderabad,Madhapur,Hitech City,5.48,29,121.4,4.04,4.72,UPI,Completed
R10935,2025-01-18,Bangalore,Jubilee Hills,Banjara Hills,8.78,50,179.35,4.04,4.53,UPI,Completed
R10936,2025-03-15,Chennai,Begumpet,Madhapur,9.06,52,135.85,4.42,4.79,Cash,Completed
R10937,2025-05-25,Delhi,LB Nagar,Madhapur,7.06,30,165.74,4.98,4.92,UPI,Completed
R10938,2025-03-03,Delhi,Kukatpally,Madhapur,5.53,30,108.36,3.93,4.67,Cash,Completed
R10939,2025-04-07,Delhi,Begumpet,Ameerpet,6.63,26,121.34,4.57,3.94,UPI,Completed
R10940,2025-05-01,Hyderabad,Jubilee Hills,Mehdipatnam,14.63,78,188.09,4.18,4.35,Card,Completed
R10941,2025-02-02,Pune,Begumpet,Madhapur,1.47,7,39.7,4.26,4.66,UPI,Completed
R10942,2025-01-09,Pune,Mehdipatnam,Jubilee Hills,7.12,22,142.5,4.93,4.55,Cash,Cancelled
R10943,2025-05-21,Hyderabad,Begumpet,LB Nagar,1.52,7,41.27,4.7,4.48,Cash,Completed
R10944,2025-05-11,Hyderabad,Gachibowli,Secunderabad,10.58,55,217.03,4.08,4.14,Card,Cancelled
R10945,2025-01-05,Bangalore,Uppal,Banjara Hills,12.83,47,276.39,3.9,4.1,Cash,Completed
R10946,2025-06-26,Bangalore,Uppal,Banjara Hills,3.73,15,59.48,3.86,4.11,UPI,Completed
R10947,2025-03-19,Mumbai,Mehdipatnam,Miyapur,7.02,38,106.08,4.14,3.88,Cash,Completed
R10948,2025-02-20,Mumbai,Hitech City,Mehdipatnam,13.87,64,193.61,4.44,3.83,Cash,Completed
R10949,2025-06-28,Hyderabad,Banjara Hills,Ameerpet,1.24,4,40.94,4.9,4.66,Cash,Cancelled
R10950,2025-01-25,Chennai,Uppal,Secunderabad,11.56,41,212.26,5.0,4.57,Cash,Cancelled
R10951,2025-01-05,Mumbai,Ameerpet,Jubilee Hills,9.87,34,114.5,4.23,4.06,Card,Completed
R10952,2025-05-23,Delhi,Begumpet,Miyapur,9.33,43,151.3,4.43,4.96,Cash,Completed
R10953,2025-02-05,Mumbai,Uppal,Jubilee Hills,9.66,29,212.14,4.06,4.75,Card,Completed
R10954,2025-03-26,Bangalore,LB Nagar,Uppal,9.53,53,135.39,4.25,3.98,Card,Completed
R10955,2025-06-25,Pune,Somajiguda,Mehdipatnam,7.04,24,130.47,4.3,4.58,Card,Cancelled
R10956,2025-05-30,Chennai,Banjara Hills,Begumpet,1.76,5,48.89,4.21,4.58,Cash,Completed
R10957,2025-01-20,Bangalore,LB Nagar,Banjara Hills,13.3,66,283.61,4.47,4.31,Card,Completed
R10958,2025-01-23,Chennai,LB Nagar,Begumpet,12.0,64,218.91,4.94,4.11,UPI,Completed
R10959,2025-05-15,Mumbai,Gachibowli,Miyapur,8.7,50,139.83,4.86,4.26,Cash,Completed
R10960,2025-03-25,Bangalore,Uppal,Ameerpet,1.79,10,41.39,4.23,3.95,UPI,Completed
R10961,2025-01-07,Mumbai,Somajiguda,Jubilee Hills,1.26,3,50.13,4.74,4.68,Card,Completed
R10962,2025-06-06,Pune,Banjara Hills,LB Nagar,1.92,7,55.01,4.07,4.73,Card,Completed
R10963,2025-02-02,Delhi,Jubilee Hills,Madhapur,12.11,65,143.04,4.15,4.85,Cash,Cancelled
R10964,2025-05-27,Pune,Begumpet,Miyapur,3.87,23,90.63,4.21,4.53,Cash,Completed
R10965,2025-01-21,Chennai,Jubilee Hills,Begumpet,7.19,27,143.62,4.8,4.08,UPI,Completed
R10966,2025-02-17,Bangalore,Banjara Hills,Somajiguda,4.33,23,86.43,4.21,4.76,UPI,Completed
R10967,2025-01-28,Hyderabad,Gachibowli,Jubilee Hills,2.91,12,54.12,4.28,4.3,Card,Completed
R10968,2025-01-11,Bangalore,Hitech City,LB Nagar,14.09,54,190.52,4.41,4.95,UPI,Completed
R10969,2025-02-28,Mumbai,Uppal,Gachibowli,2.21,9,67.64,4.59,3.85,Card,Completed
R10970,2025-01-30,Pune,Gachibowli,LB Nagar,13.16,45,270.21,4.79,4.83,Card,Completed
R10971,2025-04-17,Bangalore,Begumpet,LB Nagar,8.56,38,113.51,4.52,4.74,Card,Completed
R10972,2025-05-30,Bangalore,Somajiguda,Secunderabad,9.28,40,188.18,4.22,4.87,Card,Completed
R10973,2025-04-20,Delhi,Begumpet,Ameerpet,4.18,16,83.55,4.43,4.99,Card,Completed
R10974,2025-01-19,Bangalore,Gachibowli,Ameerpet,8.41,26,173.89,5.0,4.12,UPI,Completed
R10975,2025-03-25,Hyderabad,Miyapur,Madhapur,9.99,59,133.59,4.9,4.6,UPI,Completed
R10976,2025-05-02,Delhi,Jubilee Hills,Madhapur,12.66,39,171.71,4.02,4.85,Cash,Completed
R10977,2025-02-18,Hyderabad,Banjara Hills,Uppal,10.52,41,175.41,3.86,4.01,Card,Completed
R10978,2025-02-15,Delhi,Hitech City,Banjara Hills,12.97,71,175.13,4.62,4.12,UPI,Completed
R10979,2025-02-21,Bangalore,Mehdipatnam,Gachibowli,4.49,24,85.47,4.33,4.68,Card,Completed
R10980,2025-05-31,Hyderabad,Banjara Hills,Miyapur,11.46,56,161.05,3.88,3.81,Cash,Completed
R10981,2025-01-04,Hyderabad,Ameerpet,Uppal,3.59,14,67.75,4.63,4.63,Cash,Completed
R10982,2025-04-09,Delhi,Madhapur,Jubilee Hills,13.99,49,266.47,4.14,4.13,UPI,Completed
R10983,2025-05-12,Delhi,Kukatpally,Miyapur,2.47,11,49.28,4.56,4.29,Card,Completed
R10984,2025-03-20,Hyderabad,Madhapur,Gachibowli,5.77,33,84.27,4.82,4.43,UPI,Completed
R10985,2025-04-29,Bangalore,LB Nagar,Banjara Hills,5.72,19,109.09,4.29,3.87,Cash,Completed
R10986,2025-06-16,Bangalore,Banjara Hills,Jubilee Hills,8.55,50,114.56,4.94,4.54,UPI,Completed
R10987,2025-04-08,Mumbai,Begumpet,Jubilee Hills,8.16,44,170.68,4.82,4.98,UPI,Completed
R10988,2025-06-04,Mumbai,Madhapur,Secunderabad,4.67,17,84.62,4.24,4.4,UPI,Completed
R10989,2025-02-21,Chennai,Madhapur,Kukatpally,3.53,12,76.58,4.68,4.14,UPI,Completed
R10990,2025-02-18,Delhi,Kukatpally,Miyapur,10.13,53,215.55,3.99,4.25,Cash,Completed
R10991,2025-03-17,Mumbai,Begumpet,LB Nagar,5.6,20,79.27,4.26,4.02,UPI,Cancelled
R10992,2025-04-30,Pune,LB Nagar,Hitech City,11.89,69,199.25,3.9,4.33,Card,Cancelled
R10993,2025-02-17,Bangalore,Kondapur,Ameerpet,13.83,72,210.67,4.05,4.1,UPI,Cancelled
R10994,2025-04-02,Pune,Uppal,Kukatpally,13.38,70,168.02,4.34,4.31,UPI,Completed
R10995,2025-04-04,Hyderabad,LB Nagar,Madhapur,11.12,63,217.51,4.98,4.44,Cash,Completed
R10996,2025-06-15,Mumbai,Hitech City,Kondapur,11.08,45,196.5,4.96,3.96,UPI,Cancelled
R10997,2025-03-30,Hyderabad,Ameerpet,Begumpet,9.44,37,122.42,4.5,4.2,Cash,Completed
R10998,2025-04-13,Chennai,LB Nagar,Hitech City,9.72,58,136.05,4.91,3.99,Cash,Completed
R10999,2025-02-15,Delhi,Miyapur,Madhapur,13.38,45,157.54,4.96,4.44,UPI,Completed
R11000,2025-05-14,Mumbai,Begumpet,Kukatpally,10.41,40,149.89,4.0,4.1,Cash,Completed
R11001,2025-02-26,Mumbai,Hitech City,Banjara Hills,6.36,32,150.29,4.1,4.25,UPI,Completed
R11002,2025-06-18,Chennai,Ameerpet,Miyapur,2.71,10,66.33,4.19,4.67,Cash,Completed
R11003,2025-06-16,Bangalore,LB Nagar,Madhapur,5.69,27,78.44,4.62,4.37,UPI,Completed
R11004,2025-04-14,Chennai,Somajiguda,Secunderabad,11.64,54,163.38,4.62,4.1,Cash,Completed
R11005,2025-01-06,Pune,Banjara Hills,Miyapur,7.59,27,148.32,3.88,4.08,Cash,Completed
R11006,2025-01-18,Hyderabad,Kondapur,LB Nagar,10.29,50,205.21,3.82,4.29,UPI,Cancelled
R11007,2025-03-08,Delhi,Miyapur,Secunderabad,11.02,49,168.55,4.23,4.87,Card,Completed
R11008,2025-06-17,Delhi,Jubilee Hills,Kondapur,2.13,12,57.66,4.89,4.85,UPI,Completed
R11009,2025-05-23,Delhi,LB Nagar,Banjara Hills,7.55,43,135.06,4.33,4.36,Card,Completed
R11010,2025-02-28,Chennai,Hitech City,Gachibowli,12.97,53,157.44,4.4,4.3,UPI,Completed
R11011,2025-06-24,Pune,Mehdipatnam,Miyapur,9.91,56,205.47,4.23,3.95,Card,Completed
R11012,2025-01-04,Bangalore,LB Nagar,Banjara Hills,11.67,41,213.0,4.43,4.58,Card,Completed
R11013,2025-01-18,Pune,Mehdipatnam,Jubilee Hills,3.94,22,72.28,4.55,3.82,Cash,Completed
R11014,2025-04-21,Bangalore,Jubilee Hills,Uppal,12.53,68,203.89,4.54,4.42,Cash,Completed
R11015,2025-01-06,Mumbai,LB Nagar,Somajiguda,8.9,37,110.67,4.03,4.96,Cash,Completed
R11016,2025-06-20,Delhi,LB Nagar,Mehdipatnam,14.16,81,220.36,3.81,3.92,UPI,Completed
R11017,2025-04-29,Hyderabad,Kondapur,Jubilee Hills,11.22,53,163.4,3.99,3.83,Card,Completed
R11018,2025-02-26,Chennai,LB Nagar,Kondapur,13.95,50,227.38,4.64,4.72,UPI,Completed
R11019,2025-06-02,Delhi,Jubilee Hills,Madhapur,1.65,6,53.57,4.69,4.03,UPI,Completed
R11020,2025-01-17,Chennai,Kukatpally,Madhapur,3.86,18,63.7,4.16,4.26,UPI,Cancelled
R11021,2025-04-15,Pune,Madhapur,Kondapur,4.55,18,83.51,4.21,4.25,UPI,Completed
R11022,2025-04-15,Mumbai,Gachibowli,Mehdipatnam,2.86,16,51.56,4.32,3.91,Cash,Completed
R11023,2025-03-02,Delhi,Kukatpally,Hitech City,7.96,46,163.65,4.89,4.69,Cash,Cancelled
R11024,2025-04-28,Pune,Kondapur,Mehdipatnam,12.16,38,154.73,4.03,4.06,UPI,Completed
R11025,2025-01-30,Bangalore,Begumpet,Madhapur,11.48,59,236.81,3.95,4.39,Cash,Cancelled
R11026,2025-05-01,Hyderabad,Ameerpet,Mehdipatnam,5.54,30,132.73,4.16,4.39,UPI,Completed
R11027,2025-02-12,Bangalore,Ameerpet,Madhapur,6.17,27,141.86,4.86,4.07,Cash,Cancelled
R11028,2025-03-19,Bangalore,Gachibowli,Kukatpally,4.97,19,103.87,4.13,4.91,Card,Completed
R11029,2025-05-15,Chennai,Miyapur,LB Nagar,2.74,13,57.79,4.47,4.53,UPI,Completed
R11030,2025-03-31,Delhi,Uppal,Mehdipatnam,3.3,15,79.3,4.93,4.29,Card,Cancelled
R11031,2025-03-14,Mumbai,Kondapur,Gachibowli,3.28,15,89.63,4.91,4.84,UPI,Completed
R11032,2025-04-17,Pune,Somajiguda,Madhapur,12.21,51,238.62,4.42,4.89,Card,Completed
R11033,2025-03-23,Pune,Madhapur,Miyapur,3.22,11,78.27,4.25,4.95,UPI,Completed
R11034,2025-03-23,Chennai,Gachibowli,Begumpet,10.95,39,171.37,4.71,4.73,UPI,Completed
R11035,2025-06-04,Delhi,Mehdipatnam,Secunderabad,9.11,35,164.53,4.99,4.38,Cash,Completed
R11036,2025-02-01,Hyderabad,Banjara Hills,Secunderabad,3.32,13,59.73,4.87,4.29,Cash,Completed
R11037,2025-03-05,Bangalore,LB Nagar,Begumpet,10.52,40,149.57,4.54,4.6,Card,Completed
R11038,2025-02-20,Bangalore,LB Nagar,Uppal,4.25,18,85.65,3.97,4.19,Card,Completed
R11039,2025-01-05,Chennai,Jubilee Hills,Uppal,6.33,36,108.67,4.08,3.88,UPI,Completed
R11040,2025-05-06,Mumbai,Uppal,Secunderabad,12.76,53,168.13,3.88,4.94,UPI,Completed
R11041,2025-01-18,Delhi,Kondapur,Mehdipatnam,6.89,37,118.97,4.28,4.75,Cash,Completed
R11042,2025-04-22,Chennai,Miyapur,Somajiguda,2.08,9,49.95,4.89,5.0,Cash,Completed
R11043,2025-06-19,Bangalore,LB Nagar,Somajiguda,2.86,12,54.02,4.83,4.94,Card,Completed
R11044,2025-04-06,Hyderabad,Banjara Hills,LB Nagar,7.5,30,165.82,4.95,3.98,UPI,Completed
R11045,2025-05-02,Bangalore,Ameerpet,Gachibowli,10.34,36,176.19,4.38,4.59,Cash,Completed
R11046,2025-06-19,Mumbai,Jubilee Hills,Begumpet,6.44,21,90.22,4.95,4.14,UPI,Completed
R11047,2025-01-30,Bangalore,Jubilee Hills,Somajiguda,10.13,43,222.38,4.84,4.92,Card,Completed
R11048,2025-05-18,Pune,Mehdipatnam,Gachibowli,2.43,11,70.53,4.22,4.48,Cash,Completed
R11049,2025-02-15,Hyderabad,Somajiguda,Jubilee Hills,10.61,47,229.39,3.81,4.75,Card,Completed
R11050,2025-03-17,Pune,Madhapur,Ameerpet,10.23,55,211.05,4.3,4.47,UPI,Completed
R11051,2025-05-16,Chennai,Ameerpet,Miyapur,3.44,17,90.1,4.35,4.11,UPI,Completed
R11052,2025-02-20,Pune,Mehdipatnam,Ameerpet,1.88,9,53.98,4.89,4.55,Cash,Completed
R11053,2025-03-06,Delhi,Begumpet,Gachibowli,9.46,52,143.47,4.56,4.56,UPI,Cancelled
R11054,2025-01-29,Bangalore,Kondapur,LB Nagar,8.48,48,142.46,4.51,4.24,UPI,Completed
R11055,2025-02-21,Pune,Begumpet,Ameerpet,6.66,31,156.67,4.02,4.51,UPI,Completed
R11056,2025-04-11,Bangalore,Somajiguda,Ameerpet,5.45,28,129.41,4.28,3.99,Card,Cancelled
R11057,2025-02-20,Hyderabad,Kukatpally,Begumpet,13.78,51,286.38,4.12,4.83,UPI,Cancelled
R11058,2025-03-09,Delhi,Mehdipatnam,Somajiguda,10.74,61,172.81,4.74,4.71,Cash,Completed
R11059,2025-04-06,Mumbai,Hitech City,Miyapur,9.02,50,136.0,4.07,4.11,Card,Completed
R11060,2025-06-09,Hyderabad,Jubilee Hills,Madhapur,9.95,51,163.19,3.89,4.01,UPI,Completed
R11061,2025-03-09,Chennai,Uppal,Kondapur,3.85,17,90.96,4.55,4.69,UPI,Completed
R11062,2025-01-01,Delhi,Begumpet,Gachibowli,4.87,18,75.2,4.24,4.02,UPI,Cancelled
R11063,2025-04-10,Chennai,Madhapur,Begumpet,4.43,26,74.83,3.95,4.03,Card,Cancelled
R11064,2025-01-27,Bangalore,Kukatpally,Uppal,6.8,30,113.67,4.55,4.07,Card,Completed
R11065,2025-01-24,Delhi,Uppal,Mehdipatnam,12.46,41,157.45,3.81,4.38,Card,Completed
R11066,2025-02-05,Chennai,Somajiguda,Secunderabad,11.91,65,214.26,4.91,4.57,Cash,Cancelled
R11067,2025-06-17,Hyderabad,Kondapur,Jubilee Hills,7.34,37,92.52,4.48,4.33,Cash,Completed
R11068,2025-01-05,Delhi,Kondapur,Secunderabad,8.96,45,201.71,4.37,4.67,Cash,Cancelled
R11069,2025-06-04,Pune,Mehdipatnam,Jubilee Hills,6.92,21,137.35,3.93,3.86,UPI,Completed
R11070,2025-02-07,Bangalore,LB Nagar,Gachibowli,10.06,51,122.45,4.07,4.77,Card,Completed
R11071,2025-01-08,Delhi,Gachibowli,Jubilee Hills,3.34,18,90.96,4.28,4.34,Card,Completed
R11072,2025-01-23,Bangalore,Hitech City,Mehdipatnam,9.17,36,138.7,3.99,4.74,Cash,Completed
R11073,2025-04-26,Hyderabad,Mehdipatnam,Jubilee Hills,9.33,34,137.08,4.49,4.5,Card,Completed
R11074,2025-06-06,Pune,Mehdipatnam,Uppal,13.44,47,206.27,4.91,3.84,Card,Completed
R11075,2025-02-21,Pune,Gachibowli,Hitech City,13.2,68,282.46,3.81,4.94,Cash,Completed
R11076,2025-04-14,Hyderabad,Secunderabad,Mehdipatnam,7.57,45,171.28,3.82,3.9,Card,Completed
R11077,2025-03-23,Delhi,Kukatpally,Ameerpet,10.27,54,229.0,4.9,4.77,Card,Cancelled
R11078,2025-03-19,Hyderabad,LB Nagar,Begumpet,13.91,52,208.97,4.56,4.29,Cash,Completed
R11079,2025-05-02,Bangalore,Gachibowli,Madhapur,6.72,20,98.34,4.12,4.07,Card,Completed
R11080,2025-04-13,Chennai,Kondapur,Miyapur,8.17,39,99.65,4.33,4.6,Card,Cancelled
R11081,2025-02-28,Hyderabad,Jubilee Hills,Gachibowli,2.5,13,62.19,4.65,4.34,Card,Completed
R11082,2025-05-02,Hyderabad,Begumpet,Ameerpet,13.51,64,210.39,4.34,4.8,Card,Completed
R11083,2025-04-08,Pune,Somajiguda,Hitech City,13.61,52,226.34,4.36,4.26,UPI,Cancelled
R11084,2025-02-15,Chennai,Mehdipatnam,Begumpet,9.56,38,206.16,4.75,4.52,Card,Cancelled
R11085,2025-02-20,Pune,Hitech City,Begumpet,10.96,53,179.72,3.82,4.85,UPI,Completed
R11086,2025-04-18,Chennai,Madhapur,Hitech City,3.69,14,77.88,3.89,4.44,Cash,Completed
R11087,2025-06-04,Bangalore,Banjara Hills,Kukatpally,13.61,42,291.51,4.33,4.85,Cash,Completed
R11088,2025-03-23,Hyderabad,Kukatpally,Gachibowli,8.79,29,124.02,4.04,4.12,UPI,Cancelled
R11089,2025-06-23,Mumbai,Banjara Hills,Uppal,7.15,34,160.83,3.97,4.71,Card,Completed
R11090,2025-05-11,Pune,Banjara Hills,Jubilee Hills,1.92,10,60.06,4.63,4.0,Cash,Completed
R11091,2025-05-24,Delhi,Somajiguda,Kukatpally,14.9,61,272.17,4.23,4.04,Card,Completed
R11092,2025-05-27,Mumbai,Somajiguda,Madhapur,9.3,43,200.5,4.72,4.06,UPI,Completed
R11093,2025-03-26,Pune,Mehdipatnam,Banjara Hills,7.43,33,122.09,4.47,4.84,Card,Completed
R11094,2025-06-24,Delhi,Uppal,Kukatpally,9.98,48,212.95,4.16,4.04,Cash,Completed
R11095,2025-05-23,Mumbai,Kondapur,Gachibowli,7.9,45,112.31,4.44,3.93,Cash,Completed
R11096,2025-02-14,Bangalore,Banjara Hills,Ameerpet,8.5,49,166.23,4.44,4.93,UPI,Completed
R11097,2025-03-26,Hyderabad,Somajiguda,Madhapur,13.79,69,182.31,4.73,4.18,Card,Cancelled
R11098,2025-05-13,Chennai,Gachibowli,Hitech City,8.63,26,181.91,4.9,3.89,Card,Completed
R11099,2025-02-01,Mumbai,Secunderabad,Kukatpally,8.91,52,188.34,4.02,4.06,Card,Completed
R11100,2025-02-09,Mumbai,Kondapur,Miyapur,2.23,10,67.74,3.81,4.11,Cash,Completed
R11101,2025-04-26,Chennai,Banjara Hills,Uppal,14.92,64,250.73,4.33,3.96,UPI,Cancelled
R11102,2025-06-28,Mumbai,Madhapur,LB Nagar,10.62,44,133.34,4.43,4.43,Cash,Cancelled
R11103,2025-05-02,Mumbai,Gachibowli,Madhapur,9.33,45,167.82,4.56,3.91,UPI,Completed
R11104,2025-06-24,Hyderabad,LB Nagar,Mehdipatnam,3.84,13,65.74,4.1,4.35,Cash,Completed
R11105,2025-03-13,Mumbai,Mehdipatnam,LB Nagar,14.22,69,237.95,4.38,4.34,UPI,Cancelled
R11106,2025-04-18,Delhi,Uppal,Miyapur,6.04,19,89.17,4.71,4.78,Cash,Completed
R11107,2025-06-11,Hyderabad,Mehdipatnam,LB Nagar,8.23,36,160.34,4.21,4.22,Cash,Completed
R11108,2025-01-07,Bangalore,Kondapur,Gachibowli,10.0,48,170.8,3.97,4.61,UPI,Completed
R11109,2025-02-26,Mumbai,Kukatpally,Jubilee Hills,8.39,30,171.57,4.34,4.82,Cash,Completed
R11110,2025-05-05,Pune,Begumpet,Gachibowli,12.89,38,178.75,4.54,4.06,Card,Cancelled
R11111,2025-01-14,Delhi,Kondapur,Gachibowli,10.47,61,143.46,4.63,4.88,Cash,Completed
R11112,2025-06-09,Pune,Begumpet,Kukatpally,2.01,7,62.14,4.09,3.91,Card,Completed
R11113,2025-05-28,Pune,Miyapur,Jubilee Hills,6.87,39,147.26,4.6,4.19,Card,Completed
R11114,2025-03-28,Hyderabad,LB Nagar,Ameerpet,11.52,55,240.92,4.78,4.36,Cash,Completed
R11115,2025-06-23,Bangalore,Jubilee Hills,Kondapur,4.94,23,96.47,4.54,3.99,Card,Completed
R11116,2025-01-28,Bangalore,Kukatpally,Jubilee Hills,9.63,51,171.43,4.76,4.65,UPI,Cancelled
R11117,2025-03-11,Hyderabad,LB Nagar,Jubilee Hills,10.54,62,125.03,4.94,4.81,Card,Completed
R11118,2025-02-22,Delhi,Secunderabad,Kukatpally,11.09,60,135.62,3.83,4.15,Card,Completed
R11119,2025-02-17,Hyderabad,Gachibowli,Somajiguda,10.98,62,169.14,4.65,4.78,UPI,Completed
R11120,2025-04-21,Mumbai,Secunderabad,Banjara Hills,3.57,14,93.34,4.74,3.97,Card,Completed
R11121,2025-06-12,Delhi,Uppal,Kukatpally,5.61,30,78.59,4.81,3.85,UPI,Completed
R11122,2025-06-15,Bangalore,Ameerpet,Miyapur,5.93,35,139.22,4.12,3.97,Cash,Completed
R11123,2025-04-28,Delhi,LB Nagar,Secunderabad,9.39,33,165.76,4.13,4.87,Cash,Completed
R11124,2025-03-01,Chennai,Banjara Hills,Ameerpet,5.61,32,89.45,3.87,4.78,Card,Completed
R11125,2025-02-09,Pune,Madhapur,Begumpet,7.28,31,148.42,4.9,4.53,Card,Completed
R11126,2025-02-18,Bangalore,Ameerpet,Uppal,8.65,48,174.14,3.8,4.52,UPI,Completed
R11127,2025-06-12,Delhi,Miyapur,Kukatpally,3.59,15,84.0,3.87,4.32,Card,Completed
R11128,2025-03-27,Bangalore,Secunderabad,Jubilee Hills,11.86,64,136.05,4.38,4.56,Card,Completed
R11129,2025-04-28,Bangalore,Kondapur,Gachibowli,11.17,47,234.4,4.41,4.08,Card,Cancelled
R11130,2025-05-16,Hyderabad,Jubilee Hills,Ameerpet,3.52,15,79.66,4.24,4.53,UPI,Completed
R11131,2025-02-03,Chennai,Miyapur,Jubilee Hills,2.41,7,61.4,3.82,4.94,Card,Completed
R11132,2025-03-23,Chennai,Begumpet,Jubilee Hills,1.36,6,48.16,4.71,4.92,Card,Completed
R11133,2025-05-26,Mumbai,Uppal,Kondapur,7.61,26,98.73,4.93,3.89,Card,Completed
R11134,2025-01-25,Pune,Begumpet,LB Nagar,12.6,49,210.13,3.89,3.97,UPI,Completed
R11135,2025-01-13,Chennai,Uppal,Kukatpally,5.3,23,124.0,4.63,4.26,UPI,Completed
R11136,2025-03-17,Hyderabad,Uppal,Somajiguda,10.53,35,233.75,4.01,4.32,UPI,Cancelled
R11137,2025-01-29,Chennai,Gachibowli,Kondapur,3.54,10,67.78,4.62,4.8,Card,Completed
R11138,2025-05-08,Hyderabad,Begumpet,Kondapur,3.08,9,62.15,4.91,4.71,Cash,Completed
R11139,2025-03-19,Hyderabad,Jubilee Hills,Mehdipatnam,7.22,26,94.11,4.12,4.09,Card,Completed
R11140,2025-01-06,Bangalore,Banjara Hills,Secunderabad,4.51,13,83.73,4.32,4.73,Cash,Completed
R11141,2025-05-07,Mumbai,Gachibowli,Mehdipatnam,12.62,41,144.82,4.61,3.81,Cash,Completed
R11142,2025-02-28,Delhi,Jubilee Hills,Ameerpet,6.8,33,159.65,4.14,4.06,Cash,Completed
R11143,2025-05-20,Delhi,Banjara Hills,Miyapur,2.84,15,54.16,4.43,4.78,Cash,Completed
R11144,2025-01-28,Mumbai,Kukatpally,Uppal,14.05,47,245.98,3.96,4.26,Card,Completed
